TODO: Also check REG_ANCHORINDEX vs. anchor	IMPLEMENTATION	0.9158161351985121	IMPLEMENTATION	0.0841838648014879	WITHOUT_CLASSIFICATION
{{{ addCaretListener() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToNextWord() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ removeCaretListener() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ smartHome() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToNextBracket() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToPrevBracket() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToNextLine() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToFirstVisibleLine() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ goToNextMarker() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToPrevLine() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToNextPage() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
case 3:	WITHOUT_CLASSIFICATION	0.9999696463299934	WITHOUT_CLASSIFICATION	3.0353670006531242E-5	IMPLEMENTATION
case 3:	WITHOUT_CLASSIFICATION	0.9999696463299934	WITHOUT_CLASSIFICATION	3.0353670006531242E-5	IMPLEMENTATION
{{{ goToPrevMarker() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToPrevPage() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ smartEnd() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToPrevParagraph() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToLastVisibleLine() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ goToPrevWord() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToPrevWord() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToStartOfLine() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToEndOfLine() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToBufferStart() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToStartOfWhiteSpace() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ goToEndOfWhiteSpace() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ goToBufferEnd() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ addMarker() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ delete() method	WITHOUT_CLASSIFICATION	0.9998702930884742	WITHOUT_CLASSIFICATION	1.2970691152579302E-4	IMPLEMENTATION
{{{ isMultipleSelectionEnabled() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ userInput() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ deleteParagraph() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToMatchingBracket() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ toggleOverwriteEnabled() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ showGoToLineDialog() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ User input	WITHOUT_CLASSIFICATION	0.9999802925482917	WITHOUT_CLASSIFICATION	1.9707451708368904E-5	IMPLEMENTATION
{{{ backspace() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
check if the user entered a bracket	WITHOUT_CLASSIFICATION	0.9999313974791653	WITHOUT_CLASSIFICATION	6.860252083471004E-5	IMPLEMENTATION
{{{ deleteToStartOfLine() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ isOverwriteEnabled() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ backspaceWord() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ setOverwriteEnabled() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ backspaceWord() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ toggleRectangularSelectionEnabled() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ deleteToEndOfLine() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ deleteWord() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ deleteLine() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ deleteWord() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
otherwise a bunch of consecutive C+d's would be merged into one edit	WITHOUT_CLASSIFICATION	0.9976330107865743	WITHOUT_CLASSIFICATION	0.0023669892134257423	IMPLEMENTATION
{{{ swapMarkerAndCaret() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ setRectangularSelectionEnabled() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ toggleMultipleSelectionEnabled() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ setMultipleSelectionEnabled() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ Markers	WITHOUT_CLASSIFICATION	0.9999483242984579	WITHOUT_CLASSIFICATION	5.167570154197365E-5	IMPLEMENTATION
{{{ isRectangularSelectionEnabled() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ Folding	WITHOUT_CLASSIFICATION	0.9999483242984579	WITHOUT_CLASSIFICATION	5.167570154197365E-5	IMPLEMENTATION
{{{ goToMarker() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
always add markers on selected lines	WITHOUT_CLASSIFICATION	0.9997622326275374	WITHOUT_CLASSIFICATION	2.377673724626214E-4	IMPLEMENTATION
toggle marker on caret line	WITHOUT_CLASSIFICATION	0.9996492341492985	WITHOUT_CLASSIFICATION	3.507658507014015E-4	IMPLEMENTATION
{{{ removeTrailingWhiteSpace() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ shiftIndentLeft() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ shiftIndentRight() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ spacesToTabs() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ tabsToSpaces() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ formatParagraph() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ collapseFold() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ expandFold() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ toUpperCase() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToParentFold() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ narrowToFold() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToNextFold() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ goToPrevFold() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ narrowToSelection() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ selectFold() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ selectFold() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ toLowerCase() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ addExplicitFold() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ showWordCountDialog() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ insertEnterAndIndent() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ Text editing	WITHOUT_CLASSIFICATION	0.9998638360403438	WITHOUT_CLASSIFICATION	1.3616395965617358E-4	IMPLEMENTATION
{{{ lineComment() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ insertTabAndIndent() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ rangeComment() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ Right click popup	WITHOUT_CLASSIFICATION	0.9999864782283483	WITHOUT_CLASSIFICATION	1.3521771651691104E-5	IMPLEMENTATION
if caret is inside leading whitespace, indent.	WITHOUT_CLASSIFICATION	0.9999822121285438	WITHOUT_CLASSIFICATION	1.7787871456137834E-5	IMPLEMENTATION
{{{ isRightClickPopupEnabled() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ indentSelectedLines() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ joinLines() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ setRightClickPopupEnabled() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ Package-private members	WITHOUT_CLASSIFICATION	0.9999585513574295	WITHOUT_CLASSIFICATION	4.144864257040967E-5	IMPLEMENTATION
{{{ Instance variables	WITHOUT_CLASSIFICATION	0.9999692000888071	WITHOUT_CLASSIFICATION	3.079991119291574E-5	IMPLEMENTATION
{{{ Deprecated methods	WITHOUT_CLASSIFICATION	0.9999513959609975	WITHOUT_CLASSIFICATION	4.8604039002636506E-5	IMPLEMENTATION
{{{ AWT stuff	WITHOUT_CLASSIFICATION	0.999937232130375	WITHOUT_CLASSIFICATION	6.276786962493256E-5	IMPLEMENTATION
{{{ processKeyEvent() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ removeNotify() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getFocusTraversalKeysEnabled() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ addNotify() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ propertiesChanged() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getRightClickPopup() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ addLeftOfScrollBar() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ setRightClickPopup() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ getSelectionStartLine() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ handlePopupTrigger() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ getMarkLine() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ removeLeftOfScrollBar() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ setSelectionStart() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getFocusCycleRoot() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ addTopComponent() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getSelectionEnd() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ removeTopComponent() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ getSelectionEnd() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getSelectionStart() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getSelectionStart() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ select() method	WITHOUT_CLASSIFICATION	0.9998699622493349	WITHOUT_CLASSIFICATION	1.3003775066506692E-4	IMPLEMENTATION
{{{ getSelectionEndLine() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ select() method	WITHOUT_CLASSIFICATION	0.9998699622493349	WITHOUT_CLASSIFICATION	1.3003775066506692E-4	IMPLEMENTATION
{{{ setSelectionEnd() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getMarkPosition() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ isSelectionRectangular() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
used to store offsetToXY() results	WITHOUT_CLASSIFICATION	0.9999519086513056	WITHOUT_CLASSIFICATION	4.809134869441861E-5	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999632620779648	WITHOUT_CLASSIFICATION	3.673792203519402E-5	IMPLEMENTATION
{{{ Instance variables	WITHOUT_CLASSIFICATION	0.9999692000888071	WITHOUT_CLASSIFICATION	3.079991119291574E-5	IMPLEMENTATION
{{{ Static variables	WITHOUT_CLASSIFICATION	0.9999626824536623	WITHOUT_CLASSIFICATION	3.731754633776964E-5	IMPLEMENTATION
this does the "trick" to eliminate blank space at the end	WITHOUT_CLASSIFICATION	0.9999787016880781	WITHOUT_CLASSIFICATION	2.129831192196575E-5	IMPLEMENTATION
{{{ isCaretVisible() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
on JDK 1.4, this is set to a method by Java14. The method must take these parameters: - a JEditTextArea - an InputEvent - a boolean (copy text or move, depending on modifier user held down)	WITHOUT_CLASSIFICATION	0.9999767986816717	WITHOUT_CLASSIFICATION	2.3201318328336676E-5	IMPLEMENTATION
{{{ isStructureHighlightVisible() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ foldStructureChanged() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ updateMaxHorizontalScrollWidth() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
in case one of the above fails, we still want to clear these flags.	WITHOUT_CLASSIFICATION	0.9994723753724972	WITHOUT_CLASSIFICATION	5.276246275027333E-4	IMPLEMENTATION
{{{ recalculateVisibleLines() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ finishCaretUpdate() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ updateScrollBars() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getSelectionStartEndOnLine() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ _finishCaretUpdate() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
see finishCaretUpdate() & _finishCaretUpdate()	WITHOUT_CLASSIFICATION	0.9999989589629413	WITHOUT_CLASSIFICATION	1.0410370586799432E-6	IMPLEMENTATION
called by DisplayManager.BufferChangeHandler.transactionComplete()	WITHOUT_CLASSIFICATION	0.9999957253903249	WITHOUT_CLASSIFICATION	4.274609675194275E-6	IMPLEMENTATION
{{{ insideSelection() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
When the user is typing, etc, we don't want the caret to blink	WITHOUT_CLASSIFICATION	0.9998984436893684	WITHOUT_CLASSIFICATION	1.0155631063164763E-4	IMPLEMENTATION
JDiff, error list add stuff here	WITHOUT_CLASSIFICATION	0.9996505570504839	WITHOUT_CLASSIFICATION	3.4944294951619293E-4	IMPLEMENTATION
otherwise DisplayManager.BufferChangeHandler calls	WITHOUT_CLASSIFICATION	0.9975004097244858	WITHOUT_CLASSIFICATION	0.002499590275514149	IMPLEMENTATION
{{{ startDragAndDrop() method calls dndCallback via reflection	WITHOUT_CLASSIFICATION	0.9995680190994222	WITHOUT_CLASSIFICATION	4.319809005777853E-4	IMPLEMENTATION
{{{ doWordWrap() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ _addToSelection() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ updateStructureHighlightWithDelay() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ fireCaretEvent() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
only ever return true if space was pressed with logicalLength == maxLineLen	WITHOUT_CLASSIFICATION	0.999999677711335	WITHOUT_CLASSIFICATION	3.222886650345871E-7	IMPLEMENTATION
{{{ fireScrollEvent() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ insertTab() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ doWordCount() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ updateStructureHighlight() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
Fix bug #922951 Off-by-one error in Word Count	WITHOUT_CLASSIFICATION	0.99981766358049	WITHOUT_CLASSIFICATION	1.8233641951011825E-4	IMPLEMENTATION
}}} }}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
{{{ actionPerformed() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ Inner classes	WITHOUT_CLASSIFICATION	0.9999124998769233	WITHOUT_CLASSIFICATION	8.750012307666175E-5	IMPLEMENTATION
{{{ FocusHandler class	WITHOUT_CLASSIFICATION	0.99998714992406	WITHOUT_CLASSIFICATION	1.2850075940035163E-5	IMPLEMENTATION
{{{ paintBorder() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getBorderInsets() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ delete() method	WITHOUT_CLASSIFICATION	0.9998702930884742	WITHOUT_CLASSIFICATION	1.2970691152579302E-4	IMPLEMENTATION
{{{ mousePressed() method	WITHOUT_CLASSIFICATION	0.999891895767686	WITHOUT_CLASSIFICATION	1.081042323139631E-4	IMPLEMENTATION
{{{ MouseHandler class	WITHOUT_CLASSIFICATION	0.99998714992406	WITHOUT_CLASSIFICATION	1.2850075940035163E-5	IMPLEMENTATION
{{{ addLayoutComponent() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ removeLayoutComponent() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ preferredLayoutSize() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ minimumLayoutSize() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ layoutContainer() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
case 3:	WITHOUT_CLASSIFICATION	0.9999696463299934	WITHOUT_CLASSIFICATION	3.0353670006531242E-5	IMPLEMENTATION
{{{ recalculateLastPhysicalLine() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
only wrap if we're at the end of a line, or the rest of the line text is whitespace	WITHOUT_CLASSIFICATION	0.9999982456970024	WITHOUT_CLASSIFICATION	1.754302997612876E-6	IMPLEMENTATION
{{{ showStructureStatusMessage() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
last character before wrap length with tabs expanded	WITHOUT_CLASSIFICATION	0.9999766863078136	WITHOUT_CLASSIFICATION	2.331369218636385E-5	IMPLEMENTATION
{{{ ScrollLayout class	WITHOUT_CLASSIFICATION	0.99998714992406	WITHOUT_CLASSIFICATION	1.2850075940035163E-5	IMPLEMENTATION
caretLine would have been incremented since insertNewLineAt <= caretPos	WITHOUT_CLASSIFICATION	0.9994950863815039	WITHOUT_CLASSIFICATION	5.049136184961399E-4	IMPLEMENTATION
